ticker,fund_name,initial_date,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
FENY,Fidelity MSCI Energy Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03670666687052648,-0.09872893242817737,-0.23139043999886855,0.2711061495263887,-0.022965597992298026,-0.19991629371184672,0.09112222765703848,-0.3315382773606239,0.5561834296494828,0.6293970004241305,-3.790080515212457e-4,-0.014756950480794173
FEPI,REX FANG & Innovation Equity Premium Income ETF,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11700316093679519,0.007046128547375741
FESM,Fidelity Covington Trust Fidelity Enhanced Small Cap ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12190735790931129,-0.03214915778191141
FEUS,FlexShares ESG & Climate US Large Cap Core Index Fund,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09973654548021682,-0.19100839677349413,0.2553962093522739,0.003554593074941881
FEX,First Trust Large Cap Core AlphaDEX Fund,2007-05-10,NA,NA,NA,NA,NA,NA,NA,NA,-0.05380281818237409,-0.387142412528227,0.36854779066292953,0.20632557229698278,-0.0041715453857438245,0.14462193756652764,0.3596947360827665,0.12245499502011392,-0.03962124676611545,0.1427378843823892,0.21409779517600214,-0.0988781064807771,0.2692663983968111,0.1428560837272539,0.2681938273217388,-0.11857390887711328,0.14302776347610302,-0.006765756273010459
FFEB,FT Vest U.S. Equity Buffer ETF - February,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09827360256795492,0.16263594182656171,-0.07506493217952126,0.19950512849576452,0.002812344779273168
FFND,The Future Fund Active ETF,2021-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04887263294585831,-0.39837530480927774,0.4004798047209688,-0.012137282424529161
FFOG,Franklin Templeton ETF Trust Franklin Focused Growth ETF,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12413018879956339,0.014386511306627492
FGRO,Fidelity Growth Opportunities ETF,2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011730330174978265,-0.3785967762983419,0.4971586226082685,0.0037430045532431677
FHLC,Fidelity MSCI Health Care Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057735092786889375,0.2506987692927636,0.0706376412291514,-0.03759711848215963,0.23345101588064288,0.05528141492705596,0.21938080789074021,0.1813468763536248,0.19993403151798628,-0.05880303939025444,0.025837182570279227,0.025351666838069553
